"Data Source","World Development Indicators",

"Last Updated Date","2017-10-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Bahrain","BHR","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","5.99961330881645","12.3859191985215","11.6727458728887","2.74850470682566","5.59073885536122","1.06328745175151","-2.25668728761872","-5.93539328331452","5.18640902234036","-4.997590693192","1.64738430583501","-13.0552514835513","-17.3981191222571","-6.52585299833368","-4.59061834120862","4.05818598494556","4.26795256796456","-0.489253689059146","-12.5718179532433","-0.55700415407957","9.16025094699456","2.51701657299709","-0.51526200696661","1.80990246412022","3.58610375908045","9.23180720708941","11.8208218917967","13.3758607441787","8.77794552627984","2.44123386880184","2.99484203003364","11.1372591943958","7.22642093664104","7.78179290050848","3.36552018595197","","",
"Bahamas, The","BHS","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","10.6058246485127","4.05329593673212","0.288322921960596","-3.76381788726813","-5.63918221188497","-9.80722047948826","-7.31166445640246","-5.80563250811404","-4.91401694973627","-0.116344211502745","0.930232558139535","-2.01915998596758","-2.35991341069591","-2.74983670803396","-1.15603284902085","-5.77919489836588","1.15149565776777","1.57373868046572","-1.29487572875115","-4.25488480606591","-7.29564976447769","-9.51599830602733","-18.5933601866733","-5.38869150886416","-10.0029679724481","-9.89710819253632","-6.08390273085814","-6.81376313672264","-4.32904033075041","-9.09184126896854","-17.6221767934771","-15.8083747004352","-14.8184551852916","-10.3450127877238","-10.2913147914033","-15.2489733840304","-17.9164471960948","-17.5302276460925","-21.8761105920392","-13.5889467229343","-12.228284370523",
"Bosnia and Herzegovina","BIH","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-8.38319150019889","-10.6990205632986","-7.18654603469745","-12.9211400699787","-17.9013057749479","-19.4867686286626","-16.3559155726127","-16.4309618026251","-7.75737099418101","-9.19177419006747","-13.8410135532767","-6.45008410530191","-6.00467165839864","-9.48710703381527","-8.64693314587288","-5.29810497192469","-7.36901205757924","-5.51986802048192","-4.47466762981048",
"Belarus","BLR","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.67095968822312","-2.97210215138368","-3.2799836082588","-3.4960008173512","-6.08136267988914","-6.67782820780018","-1.59575099162651","-3.60449996573168","-4.28011087042602","-2.23159756717157","-2.5587031874918","-5.15046769710232","1.518035769229","-3.75495559713374","-6.65367253407338","-8.16217658204588","-12.4624413200022","-14.4676296658919","-8.18055126958942","-2.83500704311247","-10.0192595047105","-6.63303857670216","-3.26491421064731","-3.59071557462039",
"Belize","BLZ","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","-2.51303935514462","4.32703801099689","5.24467851656792","3.39902368468631","-0.825658939345824","-5.24576621230896","3.71625711172981","-5.80139334627404","-5.51868818852148","-8.66290708406994","-6.89611005129086","-2.78106377201034","-1.03604113480883","-4.87991742806802","-8.68623451534193","-9.93433617131822","-19.4179712468247","-21.8343689075678","-17.7281216819616","-18.6077657288905","-14.6452152976243","-13.5718991281409","-2.08498210525461","-4.03619018927856","-10.5856044231356","-6.19606412160243","-3.27365419308464","-1.34181093003373","-2.10426571578376","-4.49810834441123","-7.96141731067617","-10.0276009001108","",
"Bermuda","BMU","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.1311569604856","20.6286106047854","14.8405201744643","10.0124583149887","12.1154058592137","15.6302029857182","16.740078210883","15.0824077368213","","","",
"Bolivia","BOL","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","-1.95821214948142","-3.65305430389743","-8.82066301428154","-8.9791709344862","-0.141047209866782","-7.93747720278884","-3.10370620676901","-2.59714046406431","-2.88207361634817","-5.30565895007857","-9.81626038162262","-9.94113027648869","-6.62073624580075","-5.72733694419984","-4.08621723592928","-4.91458953233012","-9.45978187704682","-8.81479530065229","-1.50804726616858","-4.50469198565178","-5.13305004040451","-6.98363367608569","-7.838734047514","-5.89010900471227","-5.3150101705216","-3.36559913038611","-4.45175560151427","0.935306542671446","3.84682632759301","6.51831708191834","11.5044303913468","12.1282526301486","11.9507032799204","4.69169762158678","4.44662628215071","2.24180689226773","7.27367789386462","3.43772062260969","1.44975728661007","-5.6172806122175","",
"Brazil","BRA","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","-5.63255607078097","-4.27042476753516","-2.86596082881762","-3.48404827032519","-4.67441165219712","-5.45942852599605","-4.46348133013702","-5.79269615412952","-3.36146001651862","0.0157876673411344","-0.125592758327504","-1.98070223384813","-0.493736294758179","1.25787921649422","0.235434925257987","-0.827575549865505","-0.240520187108118","1.51997289061325","0.00456831086748237","-0.206589359334755","-2.30842627793921","-2.7336893150499","-3.4523346031726","-3.91664741193454","-4.23764952271329","-3.69602499680977","-4.15010192729671","-1.50338375676846","0.74818878368547","1.75366984085474","1.56843712549908","1.22977431722313","0.111001533751631","-1.66243755673206","-1.45802798084931","-3.42979002788031","-2.9420668136442","-3.0041765224868","-3.02441773921491","-4.24192225099662","-3.29521745345578","-1.30997710916381",
"Barbados","BRB","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","-1.65964604130451","-10.358093455278","-2.81342936920971","-2.88482886595172","1.70003184956859","4.22772775831991","0.852828858094482","-0.9563253359625","2.65046213432745","1.40550626093753","-0.387615675293979","-1.16788630160377","7.97735593440589","3.9671544059763","6.51390183353898","0.449806265068323","1.41292921785772","-3.71136084165847","-3.98112668790194","-6.72206475423611","-6.82542238025094","-5.60583770232784","-7.22854266071744","-7.35659637751874","-11.7542730876514","-11.9518796322345","-8.23585066653672","-6.06585072484534","-10.3509891523984","-5.64238560619397","-4.91168416213131","-5.83268171676799","-9.48648503051453","-5.67718875229493","","","",
"Brunei Darussalam","BRN","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.8381594348847","30.0462831993621","37.8825205941001","36.6115330751906","42.3088889783222","45.5892584015209","39.4227440214599","48.2099198431507","37.0597078901685","36.5949373128642","34.7096739406741","29.8382372349661","20.8813553629782","30.663759380682","16.0160866130185","",
"Bhutan","BTN","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.22199731783635","7.1012834044072","-8.93940115376295","-5.21369767383279","-20.3786001424346","-28.9095956052451","-20.6743662682735","-26.257189137568","-24.6811499639932","-27.7799916903389","-27.7026063363229",
"Botswana","BWA","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","-10.0132214496625","-5.47162672195793","-5.97004272199601","-19.5735697107911","-7.3929356441093","-14.2376112904952","-28.2791718718902","-14.2486640869424","-6.73468605032933","-4.73613898473428","7.35060852063564","7.80294243499899","31.9798253249924","7.33285958894355","15.95073618827","-0.509059523255192","7.68325599444933","4.76794496293621","10.2626921846231","5.20341696081019","6.33433989350048","10.2099836167102","14.370537939642","3.54256764525241","10.6386901803626","9.41804487971773","10.8424755023729","4.84208664390618","9.54245426833143","3.53678425939583","16.0858602675021","19.261256862234","15.1230363734885","1.36618312388584","-6.3131815263709","-2.75643047397474","3.08061440811025","-1.20162119780528","9.30756859797591","15.260845639254","7.76370668874602","",
"Central African Republic","CAF","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","-3.72453991872413","-3.7646803476167","-2.27681540142018","-5.40142668043098","-0.601662193168021","-5.69851666022719","-4.44979466232441","-5.243846276522","-5.62130070554775","-7.70920025249233","-6.11390207811198","-2.73605661180773","-2.70887010682533","-6.18666473665082","-4.48468332510769","-5.88243162386596","-1.01269535614949","-2.89900462723419","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","-2.88894569001356","-2.71262241656677","-2.57399802266603","-1.88439980860138","-0.928214768655067","-3.07515485504695","-2.61544478036564","-1.9745544029824","-1.38602357691477","-2.49809928646021","0.561666484655292","-1.04624030245874","-2.12710782527278","-1.56585979662875","-2.84906217583212","-4.71507019155691","-3.69773764828131","-3.30916654004974","-3.74513927626283","-3.44947212565553","-2.22309940718653","-4.09260937462073","0.573024808548794","-0.740765430290085","-0.386538330988797","-1.60079926833812","-3.00742559118736","-3.17901942422139","-3.01268414524644","-3.9315926736843","-3.41107180507561","-3.74796955331978","-3.66635754999657","-3.87289681413107","-2.4055389791712","-0.837902704786621","0.386351741988484","-1.37638138141651","-1.42443892723803","0.12506991065481","2.49225763449011","2.14006580372635","1.65165218123848","1.16905428610463","2.27136114946098","1.87550790278634","1.36764698883198","0.754310769829534","0.205246491673611","-2.97100624725286","-3.60468283309871","-2.78023477433122","-3.60127522528951","-3.2261022989611","-2.43045460307199","-3.41854496879192","-3.34659141018769",
"Central Europe and the Baltics","CEB","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","-0.169411551373618","3.15189031527331","2.27416310268963","1.09147357988752","5.79299190198103","5.61765211785869","3.02050844681798","3.25812831938909","4.23700199498604","3.61204562947715","2.37884742446689","3.66061527725046","4.93137268546876","6.39972015517702","5.73086950231319","6.05763896296095","6.04210254279091","8.83332684269408","8.54108422373872","9.75675019341517","11.742717702453","8.00142296030318","8.53991973219002","12.7393012843998","14.6973184592465","13.6009011277869","14.4357437236843","10.1710916951532","2.50607480303322","7.68378735239868","14.9015178954228","8.00084666075657","10.4818523378143","11.4991014447281","8.74403173707336","11.5353190836157","10.7045853653671",
"Channel Islands","CHI","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","-6.428575535824","1.43106816609129","-3.94617349975573","-6.80428086731538","-5.4532036507624","-6.78795913415298","-13.7149137241856","-9.09740865323303","-5.48733659260825","-10.7580432856309","-7.98163671396764","-6.30690234000097","-3.30211879472883","-0.88862503072682","-2.31167529436374","-1.46346452178584","-0.258227917658033","-2.08183182659236","-5.17711011664487","-2.78379904683353","-1.83751390322137","-3.95011430718799","-4.30852276340813","-4.80332666487166","0.132144507733866","-1.15273015378114","-1.54991419721893","-0.831807295200827","-0.33753327990902","2.79278640607014","1.43234793560684","4.47868397143953","4.22517469607446","-3.70626617751225","1.80547893029354","1.35854022009629","-1.68811158892693","-4.0078281913697","-4.13977714968448","-1.72454899930064","-1.92554661998193","-1.44695307643514",
"China","CHN","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","2.76656865299438","1.83799764154861","0.780930136703991","-3.68901515567816","-2.33874636186658","0.109900941304026","-1.21720903270006","-1.24134763703674","3.32457174043205","3.46190424255644","1.49936090018202","-2.61034254566453","1.22411677409406","0.220324607196947","0.838556354228168","3.84389233393966","3.05837556208955","1.93007743108771","1.69384926370038","1.29916822730016","2.40875895539619","2.59301968639127","3.52576518953319","5.79092174612387","8.42412477128215","9.94269455236432","9.14636206420862","4.7604453233145","3.89813454548671","1.7972371685899","2.51609798731633","1.54263027533857","2.2518433143401","2.74897117378933","1.75352874070681",
"Cote d'Ivoire","CIV","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.232220231246161","2.69067974669226","-0.683459179085324","1.86404740712831","6.66291457063401","1.86675403198458","10.4907534175125","-1.18545104190414","-2.02322485520102","","","",
"Cameroon","CMR","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","-2.74477636911063","-4.2259069782207","-2.16262377418436","-6.60758881068289","-6.30762451292765","-5.26758826662189","-5.57934126013497","-2.16510393303478","-6.89131420932021","-4.25401773577453","-7.25656338301443","-3.41350381485159","-2.60230675962133","-4.94272077076006","-2.69968112697077","-3.20966936954263","-3.78543226893936","-0.608097038003985","1.0288635573083","-2.9454769388796","-5.91629383785132","-1.56579738859441","-4.85736474915591","-2.34574509960706","-3.60583105619501","-4.01889091058975","-4.37936087485629","-2.63344878052766","-2.9863077437962","1.07695557225443","1.39829629945706","-1.92837339625251","-4.78451458179418","-3.62495585583852","-2.81418628221332","-3.6113113384086","-3.81421031593397","-4.36840637352301","-4.12873508740196","",
"Congo, Dem. Rep.","COD","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.24794599003715","0.334347401625054","3.22047821754596","-0.786210174680544","-6.14966823232807","-10.5904096755079","-5.36959847075805","-4.58963479429339","-10.3575629727756","-5.06232704365487","-4.27103026573209","",
"Congo, Rep.","COG","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","-20.5516893595563","-8.28823529411765","-9.76997780244176","-23.1101971590015","-15.3447405498754","-19.1156156156156","9.58226395409494","-7.46302018953439","-32.4832377793836","-9.6913390900421","-20.1330804248862","-3.55503079791132","-8.9763779527559","-16.9376870041036","-10.7934054610789","-28.8011783439264","-44.8409951548734","-29.5463927285723","-25.61698853569","-6.70967028099661","-12.3421441614331","-9.79852342504122","20.1289422028118","-1.01723379383104","-1.14076677635869","14.8882760500075","14.5085102094744","11.427413654376","1.60540243425331","-25.9811904525242","","","","","","","","","",
"Colombia","COL","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","-2.77099325152168","-2.73205792727957","-4.07037132441791","-5.80516961648985","-2.20528657497706","-0.530673745745332","-2.84487209687521","-1.31065309013275","1.06157300599096","1.92814647073557","1.10960030654247","1.56777935756302","-0.616259809951686","-5.38979934729957","-7.83667082513291","-7.75371479733882","-3.66244628666198","-5.18421125306416","1.09608675129892","0.923754332301952","-0.550844053044884","-0.508344947661482","1.34577456078226","5.69550327659208","1.82773453451325","-3.76757055700231","-4.48814605215356","-4.8816442586875","-4.77689886981533","-5.39146862906034","-4.93441634428213","0.778526882820605","0.833220391128646","-1.05683998585734","-1.33013830377344","-0.999082332409601","-0.668061992925497","-1.29023311217047","-1.78931142927294","-2.90087199872047","-2.64799304331232","-1.98826714412592","-3.0183551358907","-2.89866493252907","-3.03366264934119","-3.24764076929086","-5.13888532819179","-6.44223402117659","-4.43991031471909",
"Comoros","COM","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","-7.21238715476741","-7.1366448978046","-10.2330212433055","-9.91152090504386","-30.4398762072841","-12.4523694133142","-9.6534573963775","-10.8765979133524","-3.14098006804373","2.72094900729204","-4.18955871719039","-4.1525201966616","-5.3308362418545","3.63249034129129","-3.88488817054498","-8.17744105420048","","","","","","","","-5.79372859778168","-5.62238418093273","-7.05627410278498","-5.54489427412467","-6.82817490013433","-13.1350391051701","-7.48385671436572","-7.40768928734689","-9.45398922931255","-7.20676899194352","","","","",
