"Data Source","World Development Indicators",

"Last Updated Date","2017-10-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Cabo Verde","CPV","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","3.03774979615777","-15.4976474586895","-10.5515654737054","-9.63957652995585","-4.85921953052289","-6.4887726042087","0.906429915400339","-1.09327779885268","-0.185373530735617","-4.79882102230822","-1.2494885636288","-2.17717441897877","-3.40094791515281","-4.87949553365867","-11.247287301649","-12.6500359682207","-6.98064812605777","-6.05813023559706","-11.2111308194649","-12.5223152443639","-10.7618358721447","-9.89824677937533","-11.5170833797913","-11.1238577761331","-14.0656332307439","-4.1845831859861","-7.46736903879556","-13.0959815859111","-11.4835423912743","-14.4174429436086","-13.3886055648318","-16.3235136042885","-13.9784908395865","-5.80345340520747","-9.07743201130539","-5.00644118618128","-3.81881603815969",
"Costa Rica","CRI","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","-7.34272934906268","-10.3087843953379","-13.8321726472252","-13.7412249340551","-15.5919441428427","-10.2316360494184","-7.03893474792269","-3.28922274038414","-2.62705358595953","-1.46041486856426","-4.39007298216854","-2.94371839464126","-6.04246588390054","-5.72705401975014","-1.048960887118","-4.34303754828817","-6.5028903579216","-2.23913085735527","-3.1106340330373","-2.26943963543034","-3.83104896342726","-3.82414993116589","-4.6947487333471","-4.57911318463745","-3.23165540407152","-5.21106332200432","-5.23202325352274","-3.64300453317587","-4.31054687093219","-4.1535321477053","-5.60430735084075","-8.4295986748744","-1.83422005706791","-3.25709338453744","-5.35947238869469","-5.18813789798961","-4.88725350615162","-4.91314599999688","-4.34655069845055","-3.27248969277918",
"Caribbean small states","CSS","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","-4.60922068316045","-14.2369571584611","-19.1903913854529","-18.6086346462543","-11.9907981669638","-8.22974930876581","-8.25155340528277","-9.49253771906643","-9.72778995567474","-7.4155950189348","-0.611948219842201","-0.207588387653008","-2.51426419493428","-5.4491996749029","-2.76044154525839","-7.28400581413836","-9.23295527901852","1.66562701377825","1.00140507465942","-2.08734790953258","-4.72455697442655","-4.35754478549702","2.81467397951326","-1.6037821629737","-4.7926991310365","-3.04948533305579","-3.26353158868773","-2.00359912448402","-4.74537782125584","-5.19086900858518","-6.27022679906368","-7.6041758855329","-15.1689297786681","-7.65719036422108","-11.3681270995957","-4.00793393956157","-6.09906102998198","-4.95957821833485","-4.32554488886175","-2.94467890635141","-5.16437734626361",
"Czech Republic","CZE","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1527996917096","-1.73097784537593","-2.30700314436156","-6.18128061134945","-5.87738691204833","-1.97112520163198","-2.26477652084613","-4.37541678286438","-4.85720699466052","-5.2203311147891","-5.82624963277883","-3.74631048064175","-2.06610762836373","-2.57458086430028","-4.73769003684513","-1.87409117266808","-2.36707008553637","-3.55102514185004","-2.20227921349248","-1.52307447912895","-0.528117227651661","0.220249997938478","0.248974242373533","1.10861078876902",
"Germany","DEU","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","0.042796353810734","0.11375107350075","1.05346363343367","2.04791892730508","0.633709279413065","0.723478070906714","0.652709612588955","1.25774216066947","-0.61350779112293","-1.65369740601494","-0.665215055928308","0.712463957622186","0.566158159389474","1.27535299109938","2.46573813864687","3.70924187419632","3.41898549500542","3.865595074298","4.09368911983869","2.63211357498018","-1.42609483176744","-1.18936419413601","-1.03480470817526","-1.51604667658218","-1.24190664241749","-0.679741222109566","-0.519212898828534","-0.69656064246132","-1.4232431818159","-1.73264876185734","-0.360112949627778","1.91245447507559","1.43894053812807","4.47182799933407","4.60125512561958","5.70492714427785","6.78127663580756","5.62028060782954","5.81837349966363","5.64906649036485","6.08527681779309","7.02367213063084","6.72624884051103","7.42885671766754","8.56675121261023","8.34090326858994",
"Djibouti","DJI","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.0729331569769","14.6514283023976","23.8256791900186","16.3154371248577","15.5987157456815","13.8618372344667","10.6026685770574","8.53208339077555","12.9648892075065","6.04193525666741","12.0278460954718","11.8252569135346","12.7055171216025","0.473072861668427","2.84105797251051","-2.15448790661934","-20.2086361012125","-22.5588808416215","-6.77718840004505","4.47357137871551","-13.8678242864019","-10.9311673573902","-21.2047103987135","-24.8450961041658","-31.7184367490367","",
"Dominica","DMA","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","-4.12423625254582","-2.87799278451952","14.2224080267559","-24.1962774957699","-19.333575703342","-10.8330934512383","-2.1899443929949","-7.90436539021559","-6.39176497112179","-6.26916721744878","-5.54971565926013","-8.50774145348688","-29.6732269203834","-26.1706638163315","-18.9457695307689","-14.143891839691","-9.07914918781069","-12.1394437377523","-17.9616465531493","-21.6384711779449","-17.1908199092841","-8.92388827584232","-13.3614607829575","-17.8113038423606","-15.1953380224116","-14.0229189435811","-15.1893094953136","-15.7046010062428","-20.5419012","-12.7703229601518","-20.634660197793","-28.3474698966587","-22.7121045070253","-16.2374876239935","-13.5545022960907","-18.9553300667841","-14.1900997321328","","","",
"Denmark","DNK","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","-1.21072030878822","-4.29357304101466","-3.45966754751782","-2.4885811576978","-4.34332605418756","-3.35865229178876","-3.03027831438422","-3.7391027809201","-2.27849321650965","-2.90683534699425","-4.41606758603329","-5.09779324475518","-2.74324596678204","-1.15953740597834","-0.994278809906294","0.992096368449972","1.42451333703309","2.74579677238756","3.37420007157487","2.04235356292165","1.00254824304437","1.64666255945578","0.530872113613562","-1.13456821847214","1.71224024415333","1.37783413091808","2.94194474908079","1.93713799168611","3.19266109346998","2.36335533916558","4.19857626599292","2.90521125708318","1.38174601861834","2.8300521488932","3.35169262701131","5.64686030106579","5.77745916386369","5.7312664663984","7.05738011452352","8.85458777388162","9.1539414216822","8.11272986320064",
"Dominican Republic","DOM","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","-6.96877027152257","-6.88338073953677","-6.86010456038074","-7.76524243879021","-2.3650178634328","-4.11993023073017","-8.23762646978398","-2.02261545237642","-3.26972726804999","-2.80351408063857","-6.53275804289544","-6.02495078880936","-10.8565825538142","-5.35846994243759","-5.55750858020435","-4.84690321448732","-1.58173937839017","-2.1329768697409","-2.99565622816259","-6.24851209183324","-0.351672712358219","-4.8948696784664","-3.95268387398459","-1.61758018569831","-6.27700197066151","-4.10668345199997","-1.95022650914487","-1.11746213474638","-1.17307629409498","-0.831892848982906","-1.59837336338532","-1.97699402435466","-4.27778497864677","-2.97599424722078","-3.00282771847809","4.86991550268945","4.72557288373804","-1.39074676471223","-3.58082921988946","-4.90449577759757","-9.35969487935887","-4.76036374530603","-7.45719839596363","-7.54796576035768","-6.55062072582936","-4.09362356387581","-3.32694412976835","-1.87995709396737","-1.36567682430404",
"Algeria","DZA","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","-11.0871671906139","-13.4259208511014","-4.90882718280119","0.588315351290956","0.202716430441713","-0.405106722298706","-0.174582798720131","0.138640454753968","1.75145888019743","-3.50093270180841","0.21162696662001","-3.4518075777013","-1.94317914850838","2.28907848785349","5.17706300429966","","","","","","","","","","","","","","20.5236081242407","24.7147450440249","22.4879579645433","19.8562398279749","0.314599492743603","7.58046945974346","8.83635761546607","5.78456243500162","0.566247728927214","-4.44282215727632","-16.5247369289662","",
"East Asia & Pacific (excluding high income)","EAP","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","-0.105588208591828","-3.11435884236554","-5.89892951944178","-4.44650877219407","-3.58800700823362","-4.57572166269914","-5.93080122528275","-0.67045685783715","-1.61418923821526","0.443172084690664","-3.80040830524833","-8.51174786141107","-5.20997479769087","-5.14728109494482","-2.36231662437952","-4.16751643885901","-0.674247786490063","-4.48229932324834","-3.95584535777111","-4.09288556316314","-0.217391362976912","-1.62196981722165","-7.49949156007604","4.67349075269474","6.0707064665834","-2.25260930170508","-4.26994719189364","-1.19267468310927","-1.31019664752971","1.14179410683791","3.71763016226755","3.69843366966506","2.85676067782374","0.490953146447389","-2.28042586260901","-0.509317811989611","-0.174786010771676","-0.97982407697001","-0.513759898399074","-2.11594696208216","1.44560337805105",
"Egypt, Arab Rep.","EGY","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","-5.5577369561659","-6.22284837284551","-8.30145587013691","-1.90476185920982","-9.12121439336166","-7.23150931529064","-1.17129438111705","-6.15710636563517","-5.23582798382499","-4.01733004150198","0.049725708197564","-2.97008992138019","-3.30037038257124","5.39526433206417","9.11265713506321","7.81250251617541","5.44885051546392","0.0597325714285714","-0.422212745098039","-0.283898866608544","-0.905827378713802","-3.02491579679889","-1.80221287386216","-0.972570273448986","-0.397820351268469","0.708474848244919","4.51410599041916","4.97392451473316","2.34463176230269","2.45189902217905","0.315453157894737","-0.868821887213847","-1.77228167722126","-2.05757890933201","-2.32366813726205","-2.49559049381979","-1.22448669210922","-1.95467113380282","-5.04556622815991","",
"Euro area","EMU","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.3881615199394","22.9118331354137","23.2434409420232","-5.44421543082816","-8.61474167874984","0.714678103036152","-39.2666960050227","-30.3042402011402","-14.8161574838645","","","","","","","","","","","","","","","","",
"Spain","ESP","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","-3.40103386878553","-3.91118473547051","-1.85874873962201","0.780977368005064","0.353488284805286","-2.4037775867266","-2.6516791014701","-2.32689088942056","-1.76740567313917","1.03568389951179","1.54488788252334","1.56170521027461","-0.0828825150527745","-1.0117561728374","-2.64111333891905","-3.3656079243292","-3.43949477209906","-3.42293917004618","-1.10833321459774","-1.20753900611201","-0.320889853328773","-0.348514725451195","-0.140933951386668","-1.17520129784865","-3.29551074294533","-4.42799364977715","-4.40119589756812","-3.72458836336063","-3.8691369146333","-5.58891134331168","-7.51809418792607","-8.99508578921538","-9.67564105227128","-9.330088134831","-4.25061003231476","-3.93710280381526","-3.16267537024882","-0.255975705027433","1.52405793218054","1.0285747831715","1.35855354896824","1.95412146941805",
"Estonia","EST","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.60808532936628","-8.39077698332566","-11.0877002941988","-8.51743058223629","-5.14491709706249","-5.25890239368793","-5.19804065897338","-10.643729131385","-11.3422340204111","-11.353975359556","-9.89851761014447","-15.2412387755226","-15.754041986436","-9.16161334913151","2.6741246209788","1.76321670602376","1.33288958662051","-1.93021868030982","-0.343460525090842","0.860158686018423","2.19554040815399","2.66621115282961",
"Ethiopia","ETH","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","-3.40641919647549","-2.52900466051326","-1.98302912547715","-1.60686462163917","1.12099969856318","-3.3217891839346","-2.05996891186147","-2.08577845835464","-1.25818034533131","-2.41284675317882","0.765763943451082","-1.1432050343838","-0.566205714304953","1.81032899485503","0.513803607545259","0.930857373055063","-0.468632883574592","-4.25429155050792","-6.04121980363081","0.163268056205807","-4.53620596538169","-1.74046524518376","-1.58150719828577","-6.59189372254429","-12.6419842587598","-11.6871605564419","-4.20144598076542","-6.67139557726763","-6.75348362103612","-1.42123519010436","-2.45067165245343","-6.89269036180677","","","","",
"European Union","EUU","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","-7.25601305240497","-3.49571382558782","-0.295546228030796","1.87526883500436","-0.365917699371156","-2.6129551894081","-0.911076556561961","-1.74718541434002","-2.20384157523727","-0.0389899228564721","-1.44195604090985","-0.942166171727574","-1.8893875906005","-2.46911465130302","-4.86883198206271","-4.9197178402601","-5.32381345156051","-4.54240871001367","-1.27163128352209","1.0747453563756","3.89819841769745","3.78698180685818","5.22954902346927","5.479937740303","5.94913927934624","8.38493849191736","9.34416702735288","8.65452646907073","4.9886688529103","6.37418547771903","3.80971101270078","3.79052482578396","3.89221384001322","2.16782355713893","2.03635939787775","1.27832186597411","-1.79048783651996","-1.95529880752923","-1.59723571743929","-1.31284328125745","-0.599752710997097","-1.07737413668243",
"Fiji","FJI","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","-5.76243353665869","-1.4547744949457","-13.0473123985255","-7.05613041003845","-4.93073622100714","-1.56120609377815","1.64077920432806","1.29989553478076","2.32058005250291","6.35569031529803","0.632724359226656","-7.03026346954343","-4.93158180358275","-4.00037187652954","-8.44352378305954","-6.17786188108444","-5.72002754287737","0.635876840696118","-1.6308045954154","-3.61512293809348","0.653535217648635","-1.51448462698488","-4.07222792397815","0.854557923633554","-2.26726216882446","-9.21147455742727","-6.83576376548299","-16.3094609938071","-11.3653395007109","-14.9413335325647","-4.32885572277136","-4.7589853425851","-5.16645510523697","-1.43404873081647","-9.71188386489746","-7.58392755447578","-1.64934037028783","",
"France","FRA","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","0.757003379618884","-0.898799841546369","-0.0984545187426464","1.38999391474702","0.834884187316877","-0.598178981268213","-0.778966941390353","-2.05886377843884","-0.919372144608288","-0.164460900478295","-0.00623165155553347","0.313726779528972","-0.473783290836605","-0.451283826181902","-0.453442315195252","-0.779755651162891","-0.511009952081544","0.276379715802666","0.675875451800534","0.529044075378313","0.673357906157654","1.27369805030342","2.58786279768892","2.49533934672719","3.37900548827081","1.17825705691584","1.51618318740608","1.17549234252517","0.864800717783182","0.431903996890474","-0.00620432264376255","0.0222125519507903","-0.327603991029657","-0.964042181793418","-0.818863087247803","-0.832476167559912","-1.0301469442995","-1.22640777993801","-0.868125214847832","-1.10459075298373","-0.199839618309084","-0.922719820300642",
"Faroe Islands","FRO","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.2561503036847","15.6420386603846","9.33693593804588","12.6591069496463","9.91291769522668","-0.441197672281776","7.70224587806737","1.80144595144829","1.07811799967216","-3.53650066284553","-1.26713203943548","-1.09146823875341","6.26966938514263","7.87056193836691","","","","","",
"Micronesia, Fed. Sts.","FSM","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-13.7847198074022","-8.35473069919066","-14.2517503927809","-7.31415758641178","-0.688382570181195","7.04482004074549","","",
"Gabon","GAB","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","3.09161721068249","8.17251008377287","8.96925458969254","10.4421152929967","8.55076120783917","2.88787433258531","3.16411772265775","-4.865044985005","-31.0681259014168","-13.6844773326145","-16.0520094379935","-4.59078996630475","2.81747500925583","1.38433181326808","-3.0062286269853","-1.12108668936338","7.5727537864525","10.3786085974057","15.606082570013","9.97513797208921","-13.2831007616669","8.37209987870897","19.7518160189186","10.3088640897014","6.36551258929394","11.7879017461168","11.9191013370416","20.9641092075683","","","","","","","","","","","",
"United Kingdom","GBR","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","1.50789705294205","1.83432771771503","0.313802108167172","-1.25254746763939","-3.61344972437301","-1.43328844610717","-0.593358578949812","0.0551351099995306","0.644119064686419","-0.178279570640728","1.21462434887475","2.61238985947786","1.55028160702169","1.0807797343564","0.397286079597483","0.677370024918345","-0.220092795315054","-1.68950941079794","-3.88147169402264","-4.65090631621984","-3.55031184555805","-1.66449946529553","-1.96702595518055","-1.66961487109581","-0.879081535567206","-1.01770923259126","-0.741476144508284","-0.0912536931088978","-0.32477921275714","-2.4156207544035","-2.13874758558887","-1.93405884130492","-1.99937255261481","-1.66031033660239","-1.75403253233138","-1.20489750334584","-2.23604241642395","-2.45641784211248","-3.52407141690108","-2.90377115990753","-2.75104760318506","-1.77560016425985","-3.66907720104038","-4.40958395504181","-4.65802352896277","-4.28404911895654","-4.41131473725321",
"Georgia","GEO","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-14.6473158393526","-7.62972162873133","-7.08565275706534","-5.75619463334375","-6.12481174260705","-6.39045924826676","-9.58015464605326","-6.94641139856322","-10.837805881154","-15.3686128572417","-19.5731816545944","-21.9640881505464","-10.5905329852859","-10.2928119696838","-12.7626056590354","-11.6931987544048","-5.79080325566447","-10.6038801064604","-11.9539805434618","",
"Ghana","GHA","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","0.625389560395143","-2.67764770814089","-2.50038784561282","-1.25435152727771","3.07195328511396","0.679380216485455","-9.92747411204035","-2.65807660812522","-4.24335771629521","-0.879363983781542","-2.97268714169975","-1.48962847516212","-1.92912868632708","-1.29092060246948","-1.78797057853215","-3.79000464912632","-3.82096922426055","-5.87785755697275","-9.3660081092947","-4.67622670509126","-2.22269050659855","-4.42466728990096","-5.85467904261199","-6.97409666975023","-12.491976598412","-7.75468012080648","-8.04280573235459","-1.70664807571323","1.33230066757986","-6.64524038429113","-10.2930225614902","-5.17448724945209","-9.60782565143697","-11.6641835756571","-7.30301254301104","-8.53880151309605","-8.9503349379056","-11.7113624686649","-11.9318612229489","-9.5673400785674","-7.48279261105097","",
"Gibraltar","GIB","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","-6.44335493859826","-1.87358740966434","-9.29079367460153","-7.38930217889527","-7.61189412098836","-9.57978385569966","-7.99786818382493","-1.73189702359769","-7.3297059888532","-5.86075944396418","-4.5817141752094","-2.40703196731113","-4.30463105164283","-5.80844253498349","-4.67690531742894","-2.1004475793299","-6.76783564899967","-5.37543898145775","-4.42811084845834","-5.45917882523563","-7.55041971977074","-10.9959106633314","-9.70387546488278","-8.7498193318021","-6.90314618554346","-22.9186400383531","-18.3267671184996","-18.6296717157475","","","",
"Gambia, The","GMB","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","-27.3487364046385","-17.8871816338031","-37.5708825898121","-19.9435671304466","-9.92872767661373","-14.7746801943333","3.72641376000898","3.40577665763238","1.66518984690733","6.45566366599967","12.0964392741858","5.45936737567585","7.62399218058226","1.73223947183896","5.34340564601518","-0.684125874616484","1.08504292387963","-1.0354898761215","-5.55020338167177","-2.85623051680276","","","","","","0.541196420136749","-5.23887005129295","-6.95182970418674","-10.0142192846018","-7.31123677054886","1.12388294243392","6.99471875795804","5.90713760997375","12.1413330960782","6.35798807321873","","","","",
"Guinea-Bissau","GNB","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","-48.0293948605142","-44.0158231593694","-47.2996244940458","-52.6914877548879","-38.3182897405867","-25.9439391612313","-33.9296107078414","-37.6277868908196","-18.5651867231907","-29.3201757465042","-42.85338838491","-26.1646348642801","-19.4974964017695","-13.8521977619501","-16.444803000613","-2.37571252390379","","","","-2.83806573396009","-0.304997962799737","-0.0603155899611047","2.6104420073608","-1.78663955455058","-6.77142900092484","-4.4062557164211","-3.3305287129576","-5.76516692946975","-8.36437599154514","-1.27097257223178","-8.36113508604994","-5.11450791827344","","","",
"Equatorial Guinea","GNQ","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","-25.9287140393216","-16.4506693162066","-23.7875569120838","-16.9395656299075","-36.7145095638204","-7.85003605214738","2.08962420481158","-0.378784354336011","-86.9941807626357","-147.997303808308","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","-2.9820715720773","-2.97156422148457","-2.15720717765433","-3.46170166157904","-3.88705451545786","-4.60011588264364","-3.46406001767583","-3.79939880934238","-4.43981445114827","-6.85056817943485","-2.97270677106386","-1.86283130395305","-1.25620763254506","-3.23485024218006","-3.61319908323285","-1.49672020193768","-1.8412613638557","-0.686523721312045","-0.125212473016795","-2.09236863273243","-3.12213742312392","-3.39485993000208","","-5.11776532456792","-7.54584631062783","-6.90200204393951","-6.22862275019601","-6.34074743050611","-5.60287440763859","-7.35852642461474","-10.8171992433179","-13.9992370757987","-14.4762983332392","-10.8827698088833","-10.1132320789453","-9.93157588555322","-2.5123619190048","-2.06223113790241","-1.58240334572474","0.111694831766007","-0.581199414160222",
"Grenada","GRD","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","1.82868261957926","1.18672987914062","-1.08672115211221","0.244129508536838","-11.9944848171596","-14.1117135185594","-11.3047029073074","2.61108606727808","1.6539078422986","-10.1739078608534","-13.5773457166949","-11.7493067008026","-13.5871554173319","-16.626121074546","-15.9830782068801","-10.4438176994197","-14.0981468030857","-8.65343325841718","-12.2182245829912","-15.4008300614359","-17.6170961445878","-18.2799850268583","-11.5657809674536","-16.9401477708668","-19.7664312101494","-23.2352735745057","-24.6925391870668","-10.9666074273801","-27.7927708966999","-32.4546931601273","-31.8654586425782","-30.50484","-25.5631758232572","-26.4459470955803","-26.5855986777473","-24.1539097102175","-25.2597060690674","","","",
"Greenland","GRL","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","-0.64410179202256","-4.45590207044108","-2.97858769221488","-2.07267696447383","-6.65349962288122","-4.57841016100987","-2.47403303982174","-3.98521643099032","-2.53352000047872","-0.243364059582245","-6.24611837267502","-5.27953288720953","-4.36466568457703","-2.78296098365927","-1.95298842488818","-6.76094886622024","-6.15529422967716","-4.81621084909024","-3.9036572596307","-2.87722000700698","-3.56097012363532","-5.35743876872042","-5.60034555176117","-5.44146403134923","-6.69901845804436","-5.9435614454042","-4.74130772406358","-4.85869639142852","-4.56059239385896","-5.04114130960327","-5.23435169807004","-3.6126865563596","0.723057796203225","-1.36254839564936","-3.35469178800925","-2.59904374447872","-2.50897002970809","-2.09416313226902","-0.151174034491217","1.32236321165107",
"Guam","GUM","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","-21.6789836851943","-5.83115631903747","-15.6289044598493","-21.3046757247953","-32.1724658908915","-29.3183213393085","-32.1841278736547","-22.2166974860777","-21.3066746942624","","","","","","","-37.6201480549993","-31.7054992410131","-23.1005343563518","-21.679406848842","-4.6356282671207","-8.42301407676256","-7.74879755028687","-7.12481390368902","-11.5341241520002","-13.0550651851853","-8.62330420583826","-6.01135410447016","-2.53405323433738","-11.6705382324577","-12.3858471250908","-9.51983501847219","-16.7150705611661","-11.383982898346","-10.9040642409337","-14.4488147273455","-12.8604111906948","-15.2517993939035","-12.5177771687614","-4.53610703076909","",
"High income","HIC","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6991320327981","6.43398804532036","4.3949719214099","6.13427143665093","7.8924076681614","10.78713039325","9.94811890844345","11.8822692389045","12.6876656290891","13.0221966459055","14.9909256311578","9.88365417418541","7.00330281031545","5.55641787886819","1.57915907336835","1.52003210528648","1.39201403918385","3.31736702030999","",
